0	0.1	0.1	0.1	0.2	0.1	0.2	0.1	0.3	-1	-1	-1	0.7	0.1	0.1	0.1	0.1	-1	-1	-1	-1	-1	0.2	0.3	0.3	-1	0.2	-1	-1	0.1	0.1	-1	-1	0.1	-1	0.1	-1	-1	-1	-1	0.1	0.1	-1	-1	-1	-1	0.1	-1	0.1	0.1	0.1	0.1	0.1	-1	-1	-1	-1	0.1	-1	-1	-1	-1	-1	-1	-1	0.1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.1	0.1	-1	-1	-1	-1	-1	-1	0.1	-1	-1	-1	-1	-1	0.1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.1	-1	-1	0.1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
0.111111	0	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	-1	-1	-1	-1	0.222222	0.222222	-1	-1	-1	-1	-1	0.222222	-1	-1	-1	0.111111	0.222222	-1	-1	-1	0.111111	0.333333	0.222222	0.111111	0.111111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.111111	0.222222	0.111111	-1	-1	0.111111	-1	0.333333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.111111	-1	-1	0.222222	0.222222	-1	0.111111	-1	0.111111	-1	-1	-1	-1	-1	-1	0.111111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.111111	0.111111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.111111	-1	-1	-1	0.111111	0.111111	-1	-1	-1	
0.2	0.2	0	0.2	0.2	0.2	0.2	0.2	0.2	-1	-1	-1	-1	0.2	0.2	-1	-1	-1	-1	-1	-1	-1	0.2	-1	-1	0.2	0.2	0.2	0.2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.2	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.4	0.2	-1	-1	-1	0.2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.2	-1	-1	-1	-1	0.2	0.2	-1	-1	-1	0.2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
0.333333	0.333333	0.333333	0	0.333333	0.333333	0.666667	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.333333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.333333	0.333333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.333333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.333333	-1	-1	-1	-1	-1	0.333333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
0.222222	0.111111	0.111111	0.111111	0	0.333333	0.222222	0.111111	0.222222	-1	-1	-1	0.333333	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.333333	-1	-1	0.333333	-1	0.222222	-1	-1	-1	-1	-1	0.111111	-1	0.111111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.111111	-1	-1	0.111111	-1	0.111111	-1	-1	0.222222	-1	-1	0.333333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.111111	0.666667	0.333333	-1	0.222222	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.111111	-1	-1	-1	-1	0.111111	-1	-1	-1	0.111111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
0.25	0.25	0.25	0.25	0.75	0	-1	-1	0.25	-1	-1	-1	0.25	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.25	-1	-1	0.25	-1	-1	-1	-1	-1	-1	-1	0.25	-1	0.25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.5	-1	-1	0.25	-1	0.25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.25	-1	-1	-1	-1	0.5	-1	-1	0.25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
0.0512821	0.025641	0.025641	0.0512821	0.0512821	-1	0	0.102564	0.0769231	0.025641	0.025641	0.025641	0.0512821	0.128205	0.025641	0.025641	0.025641	0.0512821	0.0512821	0.0769231	0.102564	0.025641	0.230769	0.179487	0.179487	0.0512821	0.0769231	0.0769231	0.0512821	0.0769231	0.102564	-1	-1	-1	0.025641	-1	-1	0.025641	0.0512821	0.0769231	0.025641	0.0512821	-1	-1	-1	0.025641	0.102564	0.0512821	-1	-1	0.153846	0.179487	0.333333	-1	0.0769231	-1	-1	0.0769231	-1	-1	0.0512821	-1	-1	0.025641	0.025641	0.102564	0.102564	0.0512821	0.102564	0.0512821	0.025641	0.102564	0.025641	0.0512821	0.025641	0.0512821	-1	0.025641	0.102564	0.0769231	0.025641	0.025641	-1	0.153846	-1	0.128205	-1	-1	-1	0.0769231	-1	0.025641	0.0512821	0.025641	0.0512821	0.025641	-1	0.025641	-1	-1	-1	-1	0.025641	0.025641	0.025641	0.025641	-1	-1	0.025641	-1	-1	-1	0.025641	0.025641	-1	-1	-1	
0.0322581	0.0322581	0.0322581	-1	0.0322581	-1	0.129032	0	0.16129	0.0322581	0.0322581	0.0322581	0.322581	0.0967742	0.0645161	-1	0.0645161	0.0322581	0.0322581	0.225806	0.322581	0.0967742	0.225806	0.0645161	-1	0.0645161	0.0322581	-1	0.0645161	0.225806	0.16129	0.0322581	0.0322581	-1	-1	-1	-1	0.0322581	0.0645161	0.0322581	0.0322581	0.129032	-1	-1	-1	0.0645161	0.0645161	0.0322581	0.0645161	-1	0.16129	0.0645161	0.258065	-1	0.0322581	-1	0.0322581	0.0322581	0.0645161	0.0645161	0.0967742	-1	-1	0.0322581	-1	-1	0.129032	-1	-1	0.129032	-1	0.0322581	0.0322581	0.0322581	0.0645161	-1	-1	-1	0.0322581	-1	-1	-1	0.0322581	0.0967742	0.0645161	0.193548	-1	-1	0.0322581	-1	0.0322581	-1	0.0322581	-1	0.0645161	-1	-1	-1	-1	-1	-1	-1	-1	0.0322581	-1	0.0322581	-1	-1	-1	-1	-1	-1	-1	-1	0.0322581	0.0322581	-1	
0.0882353	-1	0.0294118	-1	0.0588235	0.0294118	0.0882353	0.147059	0	0.0882353	0.117647	0.0882353	0.147059	0.0882353	0.147059	0.117647	0.0882353	-1	0.0294118	0.147059	0.117647	0.117647	0.117647	0.0294118	0.0588235	0.0588235	0.0294118	-1	0.0294118	0.0588235	0.147059	0.0588235	0.0294118	0.205882	0.0588235	0.147059	0.0882353	-1	0.0588235	-1	-1	0.0588235	0.0294118	-1	0.0294118	0.0882353	0.117647	0.0882353	0.323529	0.0588235	-1	-1	0.0588235	-1	-1	0.0294118	0.0588235	0.0294118	0.0294118	0.147059	0.0294118	-1	-1	0.0588235	0.0588235	-1	-1	-1	-1	0.0588235	0.0294118	0.0294118	-1	-1	-1	0.0588235	0.0294118	-1	0.0294118	0.0294118	0.0588235	-1	0.0294118	0.0588235	0.0294118	0.117647	-1	0.0294118	-1	0.0588235	0.0294118	-1	0.0882353	0.0294118	0.0588235	0.0294118	0.0588235	-1	0.0588235	-1	0.0588235	0.0294118	0.0882353	0.0294118	-1	0.0588235	0.0294118	0.0588235	0.0882353	-1	0.0588235	-1	0.0294118	0.0588235	0.0294118	0.0294118	0.0294118	
-1	-1	-1	-1	-1	-1	0.2	0.2	0.6	0	0.4	0.8	-1	-1	-1	-1	-1	-1	-1	0.6	-1	-1	-1	-1	-1	-1	-1	-1	0.2	0.2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.2	0.6	0.2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.2	-1	-1	-1	-1	-1	-1	0.2	
-1	-1	-1	-1	-1	-1	0.166667	0.166667	0.666667	0.333333	0	0.333333	0.166667	0.333333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.166667	-1	-1	-1	-1	0.333333	-1	0.333333	-1	-1	0.166667	-1	0.166667	-1	-1	-1	-1	-1	-1	-1	0.5	-1	0.166667	-1	0.166667	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.333333	-1	-1	-1	-1	0.5	-1	0.166667	-1	-1	-1	-1	-1	-1	0.166667	-1	0.166667	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	0.25	0.25	0.75	1	0.5	0	-1	-1	-1	-1	-1	-1	-1	0.5	-1	-1	-1	-1	-1	-1	-1	-1	0.25	0.25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.25	-1	-1	-1	-1	-1	-1	0.25	
0.189189	0.0540541	-1	-1	0.0810811	0.027027	0.0540541	0.27027	0.135135	-1	0.027027	-1	0	0.0810811	0.0540541	0.0540541	0.0540541	0.027027	0.027027	0.0810811	0.135135	-1	0.243243	0.108108	0.0810811	0.162162	0.0540541	0.027027	0.108108	0.108108	0.189189	-1	0.027027	-1	-1	-1	-1	-1	0.108108	-1	0.027027	0.027027	-1	-1	-1	-1	0.0810811	-1	0.0540541	-1	0.135135	0.135135	0.351351	0.027027	0.027027	-1	0.027027	0.0540541	-1	0.027027	0.0540541	-1	-1	-1	-1	0.027027	0.135135	0.027027	-1	-1	-1	-1	-1	-1	0.0540541	0.0540541	0.027027	0.027027	0.0540541	-1	-1	0.0540541	0.108108	0.135135	0.0810811	0.0810811	-1	-1	-1	0.0540541	-1	-1	0.027027	-1	0.135135	0.0810811	-1	-1	-1	0.027027	-1	-1	0.027027	-1	-1	-1	-1	-1	0.027027	-1	0.027027	-1	-1	-1	-1	-1	-1	
0.0666667	0.133333	0.0666667	-1	-1	-1	0.333333	0.2	0.2	-1	0.133333	-1	0.2	0	0.133333	0.0666667	0.133333	0.0666667	0.0666667	0.0666667	0.0666667	-1	0.266667	0.0666667	0.0666667	-1	0.0666667	-1	0.0666667	0.2	0.0666667	0.0666667	0.0666667	0.133333	-1	0.133333	-1	0.0666667	0.0666667	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.2	-1	0.133333	0.133333	0.4	-1	-1	-1	-1	-1	-1	0.0666667	-1	-1	-1	-1	-1	0.0666667	-1	0.133333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.0666667	-1	0.133333	-1	0.0666667	0.0666667	0.0666667	0.333333	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.0666667	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
0.125	-1	0.125	-1	-1	-1	0.125	0.25	0.625	-1	-1	-1	0.25	0.25	0	0.5	0.375	0.125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.75	-1	-1	-1	0.125	-1	-1	-1	-1	-1	0.125	0.875	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.125	-1	0.125	-1	0.125	0.125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.25	-1	-1	-1	-1	-1	-1	-1	-1	0.125	-1	-1	-1	-1	-1	
